frame,com_x,com_y,timestamp,displacement,speed_px_s,speed_kmh,speed_mph
54,0.4033067226409912,0.6612997949123383,0.9015423049180328,,,,
66,0.4034702181816101,0.7506047189235687,1.1018850393442623,64.29988584736293,3851.39312577604,13865.015252793744,8615.318392643701
145,0.44095146656036377,0.7223658859729767,2.420808040983607,52.10647717046851,3121.040190633231,11235.744686279631,6981.565911458261
259,0.3620022237300873,0.8588805198669434,4.324064018032787,140.97215611994508,8443.85936073089,30397.893698631207,18888.369605412172
260,0.36388131976127625,0.8925973773002625,4.34075924590164,24.39500027129547,1461.1960054051212,5260.305619458437,3268.6013630685084
261,0.36563755571842194,0.8969710469245911,4.357454473770492,3.869094147064936,231.74850786453365,834.2946283123212,518.4064874890553
262,0.3667527437210083,0.9061856865882874,4.374149701639344,6.786362442728927,406.485164266008,1463.3465913576288,909.2811348184812
263,0.3673741966485977,0.9093205332756042,4.390844929508197,2.393158945649722,143.34389230556906,516.0380123000486,320.6510557408935
264,0.36770470440387726,0.9088086783885956,4.407540157377049,0.5610611990092024,33.606082134161774,120.98189568298238,75.17464150243045
265,0.36836758255958557,0.9066152572631836,4.424235385245902,1.7927625197874184,107.38173410212,386.57424276763203,240.20602380276628
266,0.36881594359874725,0.905209869146347,4.440930613114754,1.1632986135990786,69.67851069402849,250.84263849850257,155.86634112645305
267,0.3688231259584427,0.9034772515296936,4.4576258409836065,1.2475185592886633,74.72306272717026,269.00302581781295,167.15067915544026
268,0.3691672086715698,0.9021510183811188,4.4743210688524595,1.0515634968597811,62.985872676924416,226.7491416369279,140.89534088807952
269,0.36958518624305725,0.901475727558136,4.491016296721312,0.7229361351033652,43.30196273943136,155.8870658619529,96.86370200170754
270,0.3698042035102844,0.9012291729450226,4.507711524590164,0.3318204388933187,19.87516681412784,71.55060053086022,44.459468202461146
271,0.369918093085289,0.8957558572292328,4.524406752459017,3.9434827350347743,236.20418756858982,850.3350752469233,528.373556041256
272,0.3688337355852127,0.8952009379863739,4.541101980327869,1.444339126436911,86.51209422134033,311.4435391968252,193.52198339427048
273,0.3712303638458252,0.892448216676712,4.557797208196721,3.652238905930222,218.7594523788466,787.5340285638478,489.35080686274665
274,0.3716682940721512,0.8903700411319733,4.574492436065574,1.5978391794040556,95.70634147408511,344.5428293067064,214.08892238913745
275,0.3728150874376297,0.8882132768630981,4.591187663934426,2.1368489203628487,127.99159958454189,460.7697585043508,286.308965611607
276,0.3741679936647415,0.8881634473800659,4.607882891803279,1.7320915773726977,103.74770509147608,373.4917383293139,232.07693493742408
277,0.3745514750480652,0.8872232437133789,4.624578119672131,0.8361797257148263,50.08495435242603,180.30583566873372,112.03681741531675
278,0.3743399530649185,0.8867566883563995,4.6412733475409835,0.43144722134448665,25.84254762700295,93.03317145721063,57.80811478153843
279,0.375301331281662,0.885859489440918,4.6579685754098366,1.3898137884369557,83.2461706635265,299.6862143886954,186.21632272091807
280,0.37727463245391846,0.8839858770370483,4.674663803278689,2.8634940143430945,171.51571915262008,617.4565889494323,383.6696181320977
281,0.3784504681825638,0.881535142660141,4.691359031147541,2.319223278300375,138.91534134896392,500.0952288562701,310.74467244964944
282,0.3797333687543869,0.8793755769729614,4.708054259016394,2.261461634388999,135.4555716252371,487.64005785085357,303.00539038684275
283,0.38035358488559723,0.8766534626483917,4.724749486885246,2.1146005787996414,126.65898275906477,455.9723379326332,283.32798759353824
284,0.38080261647701263,0.8755252361297607,4.741444714754098,0.9950971651291598,59.60368872746374,214.57327941886948,133.32961320578235
285,0.38178421556949615,0.8734209537506104,4.758139942622951,1.9682825262060057,117.89491833640334,424.42170601105204,263.7233398857934
286,0.3827667832374573,0.8716305494308472,4.774835170491803,1.800980708391486,107.87398186708761,388.3463347215154,241.30715035224276
287,0.38398538529872894,0.8710977435112,4.791530398360656,1.6062919203187505,96.21263830220236,346.36549788792854,215.22147578812005
288,0.3850143998861313,0.8699672520160675,4.808225626229508,1.5483459542397058,92.74182816805907,333.8705814050127,207.45749703821414
289,0.38605865836143494,0.868888258934021,4.824920854098361,1.5460175567433205,92.60236331530739,333.3685079351066,207.14552314414513
290,0.38871586322784424,0.8680034577846527,4.841616081967214,3.460369063061368,207.26695617717348,746.1610422378245,463.6428329763593
291,0.38872991502285004,0.8658519089221954,4.858311309836066,1.5492195941218205,92.79415688671912,334.0589647921889,207.5745530118872
292,0.38915760815143585,0.8652407228946686,4.875006537704918,0.70238587098813,42.071056262642564,151.45580254551322,94.1102434835081
293,0.38983456790447235,0.8631187081336975,4.891701765573771,1.7564636329339551,105.20752676942558,378.74709636993214,235.34246201848111
294,0.3903617411851883,0.8614374101161957,4.908396993442623,1.3859020268950266,83.0118664915405,298.8427193695458,185.69219937737407
295,0.39155223965644836,0.8610827326774597,4.925092221311475,1.5450873996933414,92.54664936774789,333.1679377238924,207.02089463143275
296,0.39231476187705994,0.8598465323448181,4.941787449180328,1.320926141304051,79.11998276875536,284.8319379675193,176.98630612681544
297,0.3934948444366455,0.8589291274547577,4.95848267704918,1.6486143539561666,98.74764015841393,355.49150457029015,220.89211168634577
298,0.394660621881485,0.8582065105438232,4.975177904918033,1.5802980503222812,94.65567422835676,340.76042722208433,211.73864742341377
299,0.3958319276571274,0.8574413359165192,4.9918731327868855,1.5972895389187114,95.6734194624982,344.42431006499356,214.01527796939513
300,0.39683064818382263,0.8566381931304932,5.008568360655738,1.4030673457653475,84.04002369940619,302.5440853178623,187.99212083804542
301,0.39792028069496155,0.8552355170249939,5.025263588524591,1.7219822386089563,103.14218243295628,371.3118567586426,230.72241974597452
302,0.3988082855939865,0.8536782562732697,5.041958816393443,1.5965952500692646,95.6318333964139,344.27460022709005,213.92225261770716
303,0.39988282322883606,0.851753443479538,5.058654044262295,1.9525291356813823,116.95133190270069,421.02479484972247,261.6125978005669
304,0.40092629194259644,0.850418359041214,5.075349272131148,1.6455869478191296,98.56630653656592,354.8387035316373,220.486480052157
